"URL","Price","Brand","Size","Condition","Color","Color1","Color2","Material","Description","Favorites_Count","Upload_Date_Raw","Shipping_Cost","Shipping_Options_Count","Is_Boosted","Has_Buyer_Protection","Has_Item_Verification","Seller_User","Seller_Location","Last_Seen","Seller_Rating","Seller_Reviews_Count","Seller_distintivi","Seller_Is_Pro","Other_Items_Previewed_URLs","Brand_raw","Color_new"
"https://www.vinted.it/items/8889893847-baskets-axel-arigato-blanches",59,"Altro",44,"Buone","Bianco, Nero","Bianco","Nero","ignoto","Je vends cette paire de baskets Axel Arigato en cuir blanc, pointure 44.

Achetées récemment sur Vinted, elles ont été très peu portées, mais malheureusement elles sont légèrement trop petites.

État :
Très bon état général
Cuir propre, bien entretenu
Semelles légèrement marquées mais loin d'être usées
Aucune déformation notable

Détails :
Modèle minimaliste avec logo Axel Arigato
Cuir de qualité, confortable et durable
Couleur blanche facile à assortir

Pourquoi je les vends :
Erreur de taille uniquement

Parfaites pour un look chic et casual.
... altro",0,"un'ora fa",3.28,1,TRUE,TRUE,FALSE,"edouard3863","Chanonat, Francia",NA,4.9,124,"[]",FALSE,"https://www.vinted.it/items/8160918485-chaussures-repetto-taille-38-marronbordeaux|https://www.vinted.it/items/8594393932-chemise-gant-jaune-taille-l-regular-fit|https://www.vinted.it/items/8853808790-nike-blazer-mid-77-in-vera-pelle-bianca-e-baffo-nero|https://www.vinted.it/items/8885286617-sneaker-puma|https://www.vinted.it/items/8885515646-adidas-nmd-r1|https://www.vinted.it/items/8885719994-nike-dunk-panda-pointure-44|https://www.vinted.it/items/8885776310-nike-air-max-sneakers-gr-44|https://www.vinted.it/items/8885927714-vends-nike-jordan-j1|https://www.vinted.it/items/8886077896-chaussures-de-futsall|https://www.vinted.it/items/8886718389-nike-use|https://www.vinted.it/items/8887067430-chaussure-vans|https://www.vinted.it/items/8887115369-alexander-mcqueen-sneakers-uomo|https://www.vinted.it/items/8887187699-nike-schuhe|https://www.vinted.it/items/8887188370-nike-af1|https://www.vinted.it/items/8887356006-alexander-mcqueen|https://www.vinted.it/items/8887410285-scarpe-mcqueen|https://www.vinted.it/items/8887474894-sneaker-von-crime-london|https://www.vinted.it/items/8888092914-nike-blazer|https://www.vinted.it/items/8888310284-nike-air-force-1-low-utility-noir|https://www.vinted.it/items/8888997931-adidas-herren-sneaker-gr-44|https://www.vinted.it/items/8889262280-adidas-samba-gr-44|https://www.vinted.it/items/8890039254-chaussures-nike-zoom|https://www.vinted.it/items/8890138501-basket-tommy|https://www.vinted.it/items/8890360556-nike-air-max-1-ultra-essential|https://www.vinted.it/items/8890518660-basket-nike|https://www.vinted.it/items/8890534542-chaussure-adidas-campus","axel arigato","Multicolor"
"https://www.vinted.it/items/8882712617-vans-bambino-225",10,"vans",22,"Ottime","Nero, Bianco","Nero","Bianco","ignoto","Vans bambino 
Milton V black/white
Taglia 22.5
Usate ma in ottime condizioni
 il logo dietro si è un po’ cancellato 
Scatola originale
... altro",36,"22 ore fa",2.29,1,TRUE,TRUE,FALSE,"sarajole",NA,NA,5,126,"['Annunci frequenti']",FALSE,"https://www.vinted.it/items/5944043272-jeans-skinny|https://www.vinted.it/items/6023790371-jeans-skinny|https://www.vinted.it/items/6023798861-jeans-skinny|https://www.vinted.it/items/7106579045-scarpa-elegante-con-tacco|https://www.vinted.it/items/7106819254-stivale-alto-aderente|https://www.vinted.it/items/7194974636-scarpa-elegante-nera-in-pelle|https://www.vinted.it/items/7327237262-scarpe-superga-bambino|https://www.vinted.it/items/7356949433-gioco-wii-alvin-superstar-3|https://www.vinted.it/items/7391504268-piumino-leggero-twin-set|https://www.vinted.it/items/7524737013-porta-spezie-guizzini|https://www.vinted.it/items/7563728451-completo-original-marines|https://www.vinted.it/items/7576543126-converse-all-star-bianche|https://www.vinted.it/items/7894105590-parrucca-bionda|https://www.vinted.it/items/7921419979-tubino-zara|https://www.vinted.it/items/7921540324-giacca-in-jeans-in-pizzo|https://www.vinted.it/items/7921839111-le-sfide-di-apollo|https://www.vinted.it/items/7922050567-piumino-lungo-blu|https://www.vinted.it/items/7922136186-cappotto-spinato-esprit|https://www.vinted.it/items/8207237786-abito-in-pizzo-zara|https://www.vinted.it/items/8848567739-maglietta-uv50-bamboom","vans","Multicolor"
"https://www.vinted.it/items/8886257521-nike-initiator-streetwear-schuhe",36,"nike",44,"Buone","Grigio, Rosso","Grigio","Rosso","ignoto","Super Zustand",68,"17 ore fa",2.95,1,TRUE,TRUE,FALSE,"melvin19o6","Sandhausen, Germania",NA,4.7,51,"[]",FALSE,"https://www.vinted.it/items/8363931208-stuttgarter-kickers-fussball-hose-nike-adidas-bundesliga-uhlsport|https://www.vinted.it/items/8363938471-nike-1-fc-heidenheim-shorts-bundesliga-fussball-adidas-puma|https://www.vinted.it/items/8773321383-vicinity-jeans-streetwear-6pm-peso-lfdy|https://www.vinted.it/items/8773392779-systemic-cargo-hose-pants-6pm-streetwear-peso-lfdy-vicinity-nofs|https://www.vinted.it/items/8773407509-sport-jogging-thermo-hose-puma-nike-laufen-adidas-activewear|https://www.vinted.it/items/8773441923-sport-jogging-thermo-hose-puma-nike-laufen-adidas-activewear|https://www.vinted.it/items/8773460935-sport-jogging-thermo-shirt-puma-nike-laufen-adidas-activewear|https://www.vinted.it/items/8773475552-sport-jogging-thermo-t-shirt-puma-nike-laufen-adidas-activewear|https://www.vinted.it/items/8773495445-trainingshose-trainingspak-nike-jogginghose-adidas-puma|https://www.vinted.it/items/8886318971-nike-jordan-1-retro-dunk-low-travis-scott-mocha-reverse","nike","Scuro"
"https://www.vinted.it/items/8886591709-adidas-samba-og-peinture-dore-et-blanche-taille-38",60,"adidas",38,"Ottime","Oro, Bianco","Oro","Bianco","ignoto","Taille 38
Samba Og",61,"16 ore fa",2.39,1,TRUE,TRUE,FALSE,"juandanieeel12","Palma Del Rio, Spagna",NA,5,16,"['Annunci frequenti']",FALSE,"https://www.vinted.it/items/8398327548-funda-gafas|https://www.vinted.it/items/8406568191-redmi-9-32gb-leer-descripcion|https://www.vinted.it/items/8414656588-sudadera-italia-talla-xl|https://www.vinted.it/items/8414663945-banador-talla-xl|https://www.vinted.it/items/8422025825-vaquero-corto-inside-talla-48|https://www.vinted.it/items/8429442623-pantalon-joma-talla-l|https://www.vinted.it/items/8450572925-bolsita-para-llevar|https://www.vinted.it/items/8452267756-sudadera-con-capucha-talla-xl|https://www.vinted.it/items/8452268575-sudadera-kelme-talla-l|https://www.vinted.it/items/8483631859-caja-iphone-11|https://www.vinted.it/items/8589949215-guantes-de-trabajo|https://www.vinted.it/items/8609510668-estuche-barcelona|https://www.vinted.it/items/8862817499-paquete-de-bolas-de-padel-no-incluye-bolas|https://www.vinted.it/items/8864063881-camiseta-del-inside-xxl|https://www.vinted.it/items/8868104569-funda-roja-iphone-8|https://www.vinted.it/items/8871272583-camiseta-roja-del-primark-talla-xl","adidas","Multicolor"
"https://www.vinted.it/items/8888447854-nike-sacai-nylon-white-taille-40",105,"nike",40,"Ottime","Panna, Bianco","Panna","Bianco","ignoto","Article porté peu de fois, il est donc en très bon état

Manque simplement les semelles intérieur

Aucuns défauts majeurs à signaler, toujours entretenu avec soin et complètement désinfecté pour la vente 

Taille : 40 

Envoi rapide et soigné.
N’hésitez pas à me contacter pour plus d’informations ou de photos.








D’autres articles disponibles sur le dressing comme #2002#1906#nike#balance#confort
#mode#bleu#noir#gris#beige#blanc 
#pack#blanc#marine#nike#nikesb
#nikevintage#offwhite#nikeair#tn#aj1
#aj4#aj3#été 
 
 
 
 
 
 
 
 
 
 
 white / black / pink / fade / OG / blue / Red / vintage / zoom / react / 97 / 98 / air max / plus / TN / TS / terrascape / spiridon / af1 / Air Force one / Air Force 1 / Jordan 4 / air Jordan / Low / Mid / High / Jordan 3 / aj3 / aj4 / dunk / Nike / air / swoosh / vintage / blue / military / Oreo / aj4 / aj1 / aj3 / Jordan IV / retro / Og / lahar / sb / military black / midnight navy / pine green / white cement / true blue / fire red / court purple / Bordeaux / anthracite / cream / sail beige / polar red / aqua blue / burgundy
... altro",0,"13 ore fa",2.88,1,TRUE,TRUE,TRUE,"clem_vintagee","Wervicq-Sud, Francia",NA,4.7,48,"[]",FALSE,"https://www.vinted.it/items/8888009887-isabel-marant-bekett-silver-colorway-limited-edition-taille-38|https://www.vinted.it/items/8888157600-ballerine-jimmy-choo-x-hm-rare-model-taille-37-zebre-clou-vintage|https://www.vinted.it/items/8888251364-prada-americaa-cup-vintage-black-patent-colorway-taille-40|https://www.vinted.it/items/8888267843-basket-maje-leopard-taille-39|https://www.vinted.it/items/8888291319-talons-jimmy-choo-10-cm-rare-modele-toile-tisse-paillette-rose-violette|https://www.vinted.it/items/8888310651-nike-air-max-95-cdg-taille-41-white-colorway|https://www.vinted.it/items/8888334326-asics-gel-nimbus-9-kayano-black-red-grey-taille-445|https://www.vinted.it/items/8888396218-ballerine-maison-margiela-tabi-black-reflective-effect-taille-40-rare-colorway|https://www.vinted.it/items/8888422701-golden-goose-superstar-argente-paillette-taille-37|https://www.vinted.it/items/8888494659-sac-guess-vintage-leopard-31cm-rare-vintage-modele|https://www.vinted.it/items/8888548742-sac-guess-cream-vintage-30cm-crocodile-effect-white-annee-2000-00s-rare-vintage|https://www.vinted.it/items/8888643524-basket-valentino-garavani-argente-silver-white-taille-36|https://www.vinted.it/items/8888718038-sac-a-main-sac-a-epaule-bottega-veneta-cuir-tresse-marron-dust-bag-et-miroir-52x23cm|https://www.vinted.it/items/8888749493-sac-guess-vintage-leopard-rare-colorway-annee-2000-00s-33cm|https://www.vinted.it/items/8888774015-talons-prada-vintage-marron-leather-and-gold-taille-36-12-made-in-italy|https://www.vinted.it/items/8888795030-sac-speedy-louis-vuitton-30-azur-colorway-annee-2000|https://www.vinted.it/items/8888824706-givenchy-tyson-red-white-taille-41-rare-modele-rare-colorway|https://www.vinted.it/items/8888857657-golden-goose-dad-star-grey-taille-43-tres-bon-etat|https://www.vinted.it/items/8888900380-bottes-a-talons-cuissardes-noir-cuir-crocodile-dior|https://www.vinted.it/items/8888964846-vintage-bagpack-prada-black-colorway-37x35cm-archive-rare","nike","Chiaro"
"https://www.vinted.it/items/8883390156-adidas-wales-bonner-creme-bordeaux-femme-pointure-38",68,"adidas",38,"Ottime","Borgogna, Panna","Borgogna","Panna","ignoto","Extra white laces!
La quintessence de l'élégance intemporelle rencontre le design révolutionnaire : Adidas Wales Bonner 🖤✨⚽
Cette collaboration iconique se déploie ici dans toute sa pureté : cuir crème immaculé contrasté par des raies bordeaux profondes qui encadrent chaque pas. La semelle gomme naturelle caramel ajoute cette touche vintage qui fait toute la différence – c'est la signature Wales Bonner, celle qui transforme un classique en objet de culte.
Chaque détail parle : les perforations délicates du cuir, la langue acolchée, cette palette minimaliste mais INTENSE. Une paire pour ceux qui comprennent que la vraie sophistication réside dans la retenue du design et la qualité absolue de l'exécution.
À la fois vintage et résolument contemporaine, elle s'adapte à tous les contextes – du plus casual au plus affirmé.
📦 Envoi rapide et sécurisé (avec boîte)
💬 Je réponds rapidement à toute question
🇫🇷 Basé en France, livraison rapide
💥
... altro",57,"21 ore fa",1.95,1,TRUE,TRUE,FALSE,"joses294","Xativa, Spagna",NA,5,5,"['Annunci frequenti']",FALSE,"https://www.vinted.it/items/7636628949-camisa-nino-pili-carrera|https://www.vinted.it/items/7636643441-camisa-pili-carrera|https://www.vinted.it/items/7636657723-jersey-nino-nanos|https://www.vinted.it/items/7636706144-jersey-morgan|https://www.vinted.it/items/7768552445-zapatillas-hugo-boss|https://www.vinted.it/items/7852051381-vestido-tintoretto|https://www.vinted.it/items/7852067524-vestido-tintoretto|https://www.vinted.it/items/8611734134-nike-fc-barcelona-domicile-201516-maillot-neymar-jr-11-taille-m|https://www.vinted.it/items/8792966381-chaqueta-nino-springfield-talla-nino-6-8","adidas","Multicolor"
"https://www.vinted.it/items/8883509737-sneakers",15,"new balance",38,"Buone","Borgogna","Borgogna",NA,"ignoto","Tolle Sneakers von New Balance in weinrot. Gut erhalten,leider mir etwas zu eng.",33,"21 ore fa",3.05,1,FALSE,TRUE,FALSE,"biggifromeifel","Schutz, Germania",NA,5,22,"[]",FALSE,"https://www.vinted.it/items/6765303954-hse-lockenstab|https://www.vinted.it/items/6811529912-velourlederjacke-in-alt-blau|https://www.vinted.it/items/6811599696-schones-rotes-t-shirt|https://www.vinted.it/items/6980520489-jeans|https://www.vinted.it/items/7885743741-winterjacke-zu-verkaufen|https://www.vinted.it/items/8883534707-neuer-fahrradsattel|https://www.vinted.it/items/8883557580-sneakers-von-puma|https://www.vinted.it/items/8885969756-puma-palermo|https://www.vinted.it/items/8886012198-nike-huarache-38|https://www.vinted.it/items/8886552842-new-balance-530|https://www.vinted.it/items/8886554866-autry|https://www.vinted.it/items/8886733326-givenchy-origineel-schoenen|https://www.vinted.it/items/8886867697-adidas-campus-sneakers|https://www.vinted.it/items/8886971516-zapatillas-converse-altas|https://www.vinted.it/items/8887113220-sneakers-gazelle-adidas|https://www.vinted.it/items/8887389911-adidas-sl-72|https://www.vinted.it/items/8887403001-converse|https://www.vinted.it/items/8887756584-converse-basses-bordeaux|https://www.vinted.it/items/8887884269-adidas-gazelle-rouge|https://www.vinted.it/items/8888330392-zapatos-mujer|https://www.vinted.it/items/8888787226-chaussures-rivecour-t38-cuir-blanc-talon-rouge-effet-croco-bon-etat|https://www.vinted.it/items/8888911975-zadig-voltaire-leather-sneakers|https://www.vinted.it/items/8888981224-adidas-samba-burdeos-mujer|https://www.vinted.it/items/8889052723-new-balance-327-unisex-talla-38|https://www.vinted.it/items/8889500354-gazelle-bold|https://www.vinted.it/items/8889765601-converse-all-star|https://www.vinted.it/items/8889873612-sneakers-zara|https://www.vinted.it/items/8889883157-sneakers-chanel|https://www.vinted.it/items/8890049517-air-force-1|https://www.vinted.it/items/8890372866-scarpe-con-frange|https://www.vinted.it/items/8890506125-nike-air-jordan-1-low-se-red-quilt","new balance","Scuro"
"https://www.vinted.it/items/8888719518-air-jordan-1-retro-high-og-sp",150,"nike",41,"Nuovo con cartellino","Nero, Borgogna","Nero","Borgogna","Pelle","Scarpe mai usate, nuove.",2,"12 ore fa",3.29,1,TRUE,TRUE,TRUE,"cate.labriola",NA,NA,5,13,"[]",FALSE,"https://www.vinted.it/items/5065666867-maglione-spugna-handm|https://www.vinted.it/items/5065744696-felpa-lucky-me-i-see-ghost|https://www.vinted.it/items/5065808132-gonna-in-tulle-con-palettes|https://www.vinted.it/items/5067434751-vestito-subdued-leopardato|https://www.vinted.it/items/5067453726-vestito-a-pua-manica-lunga-subdued|https://www.vinted.it/items/5067497525-gonna-nera-con-pantaloncino|https://www.vinted.it/items/5067517293-gonna-leopardata-con-balze|https://www.vinted.it/items/5067853930-gonna-leopardata|https://www.vinted.it/items/5069225701-borsa-zara-a-spalla|https://www.vinted.it/items/5369302903-2-t-shirt-abercrombie|https://www.vinted.it/items/5369307394-t-shirt-con-disegno|https://www.vinted.it/items/5369326074-t-shirt-manica-lunga-con-polsini|https://www.vinted.it/items/7682327227-scarpe-louis-vuitton|https://www.vinted.it/items/8238399874-sneakers-gabriele-pasini|https://www.vinted.it/items/8238569025-carica-orologi-macchina-del-tempo-per-due-orologi|https://www.vinted.it/items/8639134809-bracciale-catena-saint-laurent|https://www.vinted.it/items/8639149757-convers-louis-vuitton|https://www.vinted.it/items/8827055543-giacca-jeans-nuova-dondup|https://www.vinted.it/items/8827158812-pantalone-jeans-modello-rico-dondup-nuovo-con-cartellino|https://www.vinted.it/items/8888747979-sneakers-louis-vuitton-tatoo-line-fabric-high","nike","Scuro"
"https://www.vinted.it/items/8888696765-sneakers-prada",395,"Marche di Lusso",38,"Ottime","Marrone","Marrone",NA,"Camoscio","Sneakeres in pelle,punta rotonda chiusura frontale con lacci e suola antiscivolo perfetto condizioni. Guardare le foto😉",0,"12 ore fa",3.29,1,TRUE,TRUE,TRUE,"piccolapeste17",NA,NA,5,57,"[]",FALSE,"https://www.vinted.it/items/2602521204-scarpe-con-tacco-rochas|https://www.vinted.it/items/3898536413-cintura-ambush|https://www.vinted.it/items/3901076230-jeans-frame|https://www.vinted.it/items/3908713416-erika-cavallini-abito|https://www.vinted.it/items/4208378086-abito-bianco-nude|https://www.vinted.it/items/4788509189-top-in-cottone-e-seta-tg-i|https://www.vinted.it/items/4874912345-stella-maccartney|https://www.vinted.it/items/5886620690-stivali-moncler|https://www.vinted.it/items/7673660966-toni-sailer-ellison|https://www.vinted.it/items/7674561748-pantaloni-da-sci-perfect-moment|https://www.vinted.it/items/8015543020-sneakers-rockrunner-valentino|https://www.vinted.it/items/8109573017-giacca-da-sci-moncler-grenoble|https://www.vinted.it/items/8172187964-gucci-hosebit|https://www.vinted.it/items/8172357493-ralph-lauren|https://www.vinted.it/items/8269401696-giacca-moncler-grenoble|https://www.vinted.it/items/8335029920-gilet-moncler","prada","Scuro"
"https://www.vinted.it/items/8886148259-jumpman-jack",260,"nike",46,"Nuovo con cartellino","Nero, Marrone","Nero","Marrone","ignoto","Nike Jumpman Jack marron/noir – neuves (full set)

Jamais portées, état neuf. 
Boîte + sac Travis + 3 lacets inclus. 
Taille : EU 46 | US 12

Prix : 280€ (négociable)
🚀 Envoi rapide et soigné.
Si vous avez une question je réponds vite ! 👍
... altro",13,"17 ore fa",3.28,1,TRUE,TRUE,FALSE,"hugo-revente",NA,NA,5,22,"[]",FALSE,"https://www.vinted.it/items/5597465888-celio-manteau|https://www.vinted.it/items/6202130441-souris-hyperx-filaire|https://www.vinted.it/items/6349973446-jogging-bershka|https://www.vinted.it/items/7370663447-maillot-portugal|https://www.vinted.it/items/7370692369-maillot-adidas|https://www.vinted.it/items/8740537928-tn-air-max-plus-taille-46|https://www.vinted.it/items/8768061675-jumpman-jack-dark-mocha|https://www.vinted.it/items/8785681496-zapatillas-de-vestir-n46|https://www.vinted.it/items/8820137187-fendi-baskets-basses|https://www.vinted.it/items/8824195948-baskets-ff-fendi|https://www.vinted.it/items/8867321423-jordan-1-low-og-mocha-46|https://www.vinted.it/items/8870180690-botas-vans|https://www.vinted.it/items/8873471168-desportivo|https://www.vinted.it/items/8873972123-yeezy-700|https://www.vinted.it/items/8874032457-jordan-1-retro-low-og-travis-scott-mocha|https://www.vinted.it/items/8875688320-adidas-hoops-gr-46-braun-schwarz|https://www.vinted.it/items/8879400046-basket-adidas-46|https://www.vinted.it/items/8880098392-nike-sb-air-max-95-cacao-wow|https://www.vinted.it/items/8880899503-sneakers-bexley-46|https://www.vinted.it/items/8883881899-herenschoenen-maat-46|https://www.vinted.it/items/8884251414-nike-animal-x-atmos-20-maat-46|https://www.vinted.it/items/8885748955-nike-air-max-90-qs|https://www.vinted.it/items/8885830730-yeezy-700-v3|https://www.vinted.it/items/8886431700-nike-stefan-janoski-sb-zoom-air|https://www.vinted.it/items/8886522082-jordan-1|https://www.vinted.it/items/8886758662-short-eric-emanuel-l|https://www.vinted.it/items/8886865588-nike-lunar-roam-cave-stone-dark-smoke-grey-sneakers-size-eur-46-us-12|https://www.vinted.it/items/8887699926-chaussures-helvetica|https://www.vinted.it/items/8887792348-debardeur-gymshark|https://www.vinted.it/items/8888943462-nike-huarache|https://www.vinted.it/items/8889911794-lanvin|https://www.vinted.it/items/8889951646-adidas-46-tres-bon-etat-marron-noir","nike","Scuro"
"https://www.vinted.it/items/8887481630-scarpe-numeris-nere-e-bianche-taglia-44-nuove-con-lacci",124.99,"Altro",44,"Nuovo senza cartellino","Nero, Bianco","Nero","Bianco","ignoto","Scarpe Numeris Nere e Bianche Taglia 44 Nuove con lacci",5,"15 ore fa",3.29,1,TRUE,TRUE,FALSE,"yassminl2","Ramacca, Italia",NA,4.7,22,"['Annunci frequenti']",FALSE,"https://www.vinted.it/items/8589158033-pellicia-nera-i-pelle-sinteticamente-taglia-s-come-nuova|https://www.vinted.it/items/8614838077-pantaloni-uomo-sorbino-blu-taglia-50-ottime-condizioni|https://www.vinted.it/items/8626140376-pantalone-donna-cargo-in-pelle-taglia-xs|https://www.vinted.it/items/8626161117-maglioncino-dolce-vita-donna-bordo-s|https://www.vinted.it/items/8810357316-una-ragazza-daltri-tempi-felicia-kingsley|https://www.vinted.it/items/8811323792-il-compositore-di-sogni-infranti-laura-rocca|https://www.vinted.it/items/8811414772-e-poi-ci-sono-io-kathleen-glasgow|https://www.vinted.it/items/8850338355-felpa-napapijri-nera-e-blu-taglia-m|https://www.vinted.it/items/8858558034-scarpa-uomo-barracuda-taglia-44-bianca-e-beige|https://www.vinted.it/items/8868381080-scarpe-nike-p-6000-nere-e-rosa-taglia-365-nuovo","numeriś","Multicolor"
"https://www.vinted.it/items/8889700404-converse-all-star",40,"converse",41,"Ottime","Beige","Beige",NA,"ignoto","Converse all star come nuove, utilizzate solo 3 volte",1,"2 ore fa",3.29,1,TRUE,TRUE,FALSE,"ludovica1697",NA,NA,5,22,"[]",FALSE,"https://www.vinted.it/items/6976114284-bracciale-e-orecchini|https://www.vinted.it/items/6976139009-bracciali|https://www.vinted.it/items/7112862462-sandali|https://www.vinted.it/items/7217740662-vestito-lungo-nero-a-fiori|https://www.vinted.it/items/7682970228-pigiama|https://www.vinted.it/items/7731701320-scarpe-kappa|https://www.vinted.it/items/7855331204-maglia-maniche-lunghe|https://www.vinted.it/items/7855351462-maglia-felpa|https://www.vinted.it/items/7855369285-felpa-terranova|https://www.vinted.it/items/7855423941-maglione-con-renna|https://www.vinted.it/items/7855448592-felpa-con-tasche|https://www.vinted.it/items/7869963198-vestito-stradivarius|https://www.vinted.it/items/7979644425-converse-shoes-platform|https://www.vinted.it/items/8017891073-maglioncino-uomo|https://www.vinted.it/items/8017941746-pantalone-uomo-con-elastico|https://www.vinted.it/items/8017961125-pantalone-uomo|https://www.vinted.it/items/8449883736-giubbino-riscaldato-con-attacco-usb|https://www.vinted.it/items/8707759982-giacca-uomo|https://www.vinted.it/items/8754502807-massaggiatore-infrarossi|https://www.vinted.it/items/8771310283-maglioncino-uomo","converse","Chiaro"
"https://www.vinted.it/items/8887473227-adidas-wales-bonner-whitegold-size-39",85,"adidas",39,"Nuovo senza cartellino","Bianco, Oro","Bianco","Oro","ignoto","Adidas Wales bonner 
White/Gold
Size 39",4,"4 ore fa",1.95,1,TRUE,TRUE,FALSE,"elvestidordelaia","Maçanet de la Selva, Spagna",NA,4.6,21,"['Annunci frequenti']",FALSE,NA,"adidas","Multicolor"
"https://www.vinted.it/items/8888501990-nike-sb-dunk-low-jarritos",260,"nike",42,"Nuovo con cartellino","Beige","Beige",NA,"ignoto","Vendo Nike SB Dunk Low em excelente estado.
Uma das collabs mais desejadas da linha SB, inspirada na icónica marca mexicana Jarritos, com detalhes únicos e materiais premium.
✨ Destaques do modelo:
Upper em canvas/bege natural com look premium
Swoosh verde texturizado
Detalhes laranja inspirados nos sabores Jarritos
Bordado lateral exclusivo
Sola verde com apontamentos laranja
Design raro e muito procurado no mercado
✅ Estado: Excelente / pouco uso
✅ Inclui: Caixa original + atacadores extra 
✅ Muito confortáveis e versáteis
📦 Envio rápido e bem protegido
📸 Posso enviar mais fotos e detalhes
💬 Aberto a propostas sérias
🔥 Perfeitas para colecionadores, sneakerheads e fãs de collabs exclusivas da Nike SB.
... altro",1,"13 ore fa",2.59,1,TRUE,TRUE,TRUE,"saavedra89","Vila Real de Santo António, Portogallo",NA,5,3,"[]",FALSE,NA,"nike","Chiaro"
"https://www.vinted.it/items/8889419132-puma-hohe-sneaker-smash-30-grosse-385",19,"puma",38.5,"Ottime","Nero","Nero",NA,"ignoto","PUMA Sneaker „Smash 3.0“ – Schwarz/Mauve – Gr. 38,5
Verkaufe diese stylischen PUMA Sneaker „Smash 3.0“ in Schwarz mit Mauve-/Rosé-Details.
Die Schuhe sind modern, bequem und vielseitig kombinierbar – perfekt für Alltag, Schule, Freizeit oder Sport-Looks.
Details:
Marke: PUMA
Modell: Smash 3.0
Größe: 38,5
Farbe: Schwarz & Mauve/Rosé
Zustand: sehr gut
Originalpreis: 64,90 €
Nichtraucherhaushalt
... altro",1,"3 ore fa",2.95,1,TRUE,TRUE,FALSE,"lebajul","Heidenheim an der Brenz, Germania",NA,5,8,"['Annunci frequenti']",FALSE,"https://www.vinted.it/items/8449759395-damen-teddyjacke-schwarzmelange-s36|https://www.vinted.it/items/8555587138-hm-bluse-grau-gemustert|https://www.vinted.it/items/8710688572-adagio-stretch-hoseleggings-grosse-38|https://www.vinted.it/items/8710741023-asics-kapuzenpullover-rosa|https://www.vinted.it/items/8809928759-nike-damen-jogginghose-khaki|https://www.vinted.it/items/8868777649-catwalk-deichmann-hochzeit-brautschuhe-bride|https://www.vinted.it/items/8868964795-beck-schlappen-turnschlappen-turnschuhe-dino-grosse-25|https://www.vinted.it/items/8869165227-playshoes-unisex-matschhose-latzhose|https://www.vinted.it/items/8870519038-manguun-strampler-grosse-62|https://www.vinted.it/items/8870539518-baby-sneakersocken-nkd|https://www.vinted.it/items/8870576740-fisher-price-neu-sommerstrampler-kurzer-strampler-mit-t-shirt|https://www.vinted.it/items/8870611078-nike-strampler-grosse-50-68|https://www.vinted.it/items/8870685288-cutie-pie-doppelter-strampler-kurz-und-lang-grosse-62|https://www.vinted.it/items/8870721788-name-it-strampler-grosse-62-bio-baumwolle|https://www.vinted.it/items/8870756220-topomini-neuer-strampler-latzhose-mit-t-shirt-sommer|https://www.vinted.it/items/8870788589-h-und-m-cordhose-grosse-74|https://www.vinted.it/items/8872891656-brautmode-clutch-weiss-silber-neu-jakes-cocktail","puma","Scuro"
"https://www.vinted.it/items/8881281704-converse-nera",20,"converse",36,"Ottime","Nero","Nero",NA,"ignoto","Converse usata in ottime condizioni 

Numero 36",2,"2 ore fa",2.99,1,FALSE,TRUE,FALSE,"Gio92vintage","Napoli, Italia",NA,4.9,8996,"['Pro']",TRUE,"https://www.vinted.it/items/8868119472-vans-arancio|https://www.vinted.it/items/8868126191-converse-gialla|https://www.vinted.it/items/8868133428-superga-donna|https://www.vinted.it/items/8868141979-converse-donna|https://www.vinted.it/items/8868151546-converse-bambina|https://www.vinted.it/items/8868161181-converse-uomo|https://www.vinted.it/items/8868169828-vans-platform|https://www.vinted.it/items/8868177376-converse-rossa|https://www.vinted.it/items/8868186851-converse-cons|https://www.vinted.it/items/8868207187-converse-paillettes|https://www.vinted.it/items/8868214889-converse-borgogna|https://www.vinted.it/items/8881287967-vans-knu|https://www.vinted.it/items/8881300856-converse-verniciata|https://www.vinted.it/items/8881307271-converse-gialla|https://www.vinted.it/items/8881312998-vans-donna|https://www.vinted.it/items/8881318542-converse-nera|https://www.vinted.it/items/8881324459-converse-jhon-varvatos|https://www.vinted.it/items/8881329844-vans-platform|https://www.vinted.it/items/8881336214-converse-one-star|https://www.vinted.it/items/8881342774-vans-bambino","converse","Scuro"
